"","Cuant_Sinies","EDAD","ANTIGUEDAD","GENERO","INGRESOS","LONGITUD","LATITUD"
"6240",329.75,67,3,0,1121,-3.82082753253635,40.4897757849423
"6241",300.38,31,3,0,527,-3.81879129118752,40.4817097696243
"6242",345.43,43,4,0,1664,-3.41249354879837,40.3811534198932
"6243",322.69,43,4,1,3812,-3.85170481409878,40.6967292875517
"6244",389.75,50,3,0,1311,-3.89942381400615,40.321160437935
"6245",287.54,26,5,0,1748,-3.82345616954844,40.4799428717699
"6246",258.63,34,2,0,567,-3.4268529150635,40.6238030151464
"6247",340.82,36,5,0,4617,-3.42986386301927,40.3544953364646
"6248",220.77,30,6,1,971,-3.76549851612654,40.2200348075014
"6249",305.26,57,6,1,950,-3.81542871121783,40.6352011053124
"6250",336.01,60,3,0,996,-3.68928928426467,40.211953080073
"6251",401.95,37,2,0,2638,-3.89301806476433,40.6189654465299
"6252",424.72,47,3,0,930,-3.55388179407455,40.4823295916896
"6253",236.34,-9,1,1,276,-3.83805277592037,40.2661583384499
"6254",292.2,34,4,1,1290,-3.76962996749207,40.5246302532498
"6255",351.63,44,3,1,2347,-3.54718699047808,40.3967947965022
"6256",371.02,52,3,0,1673,-3.47822398492135,40.2320433678571
"6257",255.96,35,5,0,861,-3.49184813918546,40.3469987716991
"6258",428.94,42,2,0,5232,-3.76729492445011,40.342891384894
"6259",324.21,42,4,0,1238,-3.53311453908682,40.3361354114488
"6260",408.87,54,2,0,765,-3.75755515762139,40.3784429861
"6261",289.83,48,2,1,3440,-3.58010033725295,40.6004341543186
"6262",250.26,23,3,0,749,-3.75690492403228,40.4608491964638
"6263",372.95,46,4,0,2206,-3.48802558702882,40.5954179742141
"6264",457.1,55,1,0,3939,-3.55517159237061,40.2062148864381
"6265",347.54,40,2,0,783,-3.86664032863919,40.3129393965239
"6266",218.17,24,4,0,603,-3.74221772674937,40.3155907170614
"6267",230.55,34,7,0,947,-3.65759064697195,40.3005747154122
"6268",275.54,35,4,1,581,-3.68071037132759,40.5816344819497
"6269",359.36,46,4,1,1473,-3.66429653458763,40.217298027873
"6270",368.49,36,4,0,608,-3.53755178253632,40.3785912505584
"6271",305.03,27,2,0,6390,-3.71853066163603,40.3306081694784
"6272",306.5,31,5,0,1024,-3.81194617003202,40.5294221758842
"6273",288.49,27,2,1,840,-3.74313712082803,40.323427192797
"6274",293.45,43,3,0,2001,-3.84243018922862,40.4784115961986
"6275",266.49,40,2,1,1631,-3.4773854914587,40.3478104367852
"6276",459.11,45,3,0,1121,-3.6909439727664,40.4206739814719
"6277",385.61,49,2,0,947,-3.47589628768619,40.294377278816
"6278",184.22,20,4,1,528,-3.63758418427315,40.6056645758683
"6279",313.35,42,1,0,3492,-3.66512948074378,40.3897696859669
"6280",313.66,48,2,0,772,-3.6437499606749,40.4373590378556
"6281",441.1,60,2,0,3900,-3.50521177656483,40.2770654473454
"6282",230.8,42,6,0,3631,-3.74252465283498,40.3713712831261
"6283",472.69,51,1,1,3475,-3.49683230414521,40.4671871376224
"6284",298.65,28,2,0,791,-3.6852388729807,40.4611633569468
"6285",290.11,61,1,1,2132,-3.40082538218703,40.6297086249571
"6286",277.42,55,5,0,1071,-3.60389394368976,40.5845815319801
"6287",404.88,51,4,0,986,-3.40041000323836,40.5579958638875
"6288",313.81,54,6,0,751,-3.72653481967282,40.4650983624626
"6289",335.77,60,4,1,777,-3.42613030688372,40.3754735907307
"6290",316.73,43,4,0,847,-3.69387561860494,40.5491171823116
"6291",346.29,47,4,0,912,-3.46191941571888,40.3388509693788
"6292",441.32,54,0,0,862,-3.42112239680719,40.3663341879612
"6293",304.85,62,4,1,1488,-3.76314324638806,40.3683719101129
"6294",461.7,51,2,0,2188,-3.75531585558783,40.6092486702139
"6295",365.68,42,6,0,3316,-3.66152595982421,40.4459870501189
"6296",200.56,21,6,1,406,-3.80086827427149,40.5944409098476
"6297",366.74,25,2,0,531,-3.59072382652666,40.3134646006394
"6298",294.25,39,2,0,1541,-3.63882821248844,40.5357322287047
"6299",386.94,62,2,1,1642,-3.56355802037287,40.4507313218666
"6300",437.22,49,3,1,5884,-3.88518640594557,40.6582080829423
"6301",262.27,77,1,0,1356,-3.72039872556925,40.4218852819642
"6302",353.61,54,2,0,1415,-3.89203076318372,40.5237997894175
"6303",300.5,31,2,0,2049,-3.43108351235278,40.4815430189949
"6304",281.98,38,2,0,2113,-3.56357354528736,40.5392156603513
"6305",405.23,53,0,0,751,-3.69654652450699,40.4402735843789
"6306",340.15,70,4,0,1302,-3.54168826839887,40.3890727499267
"6307",418.22,63,0,1,2847,-3.5374652821105,40.4451990898699
"6308",70.01,107,2,0,1217,-3.66284559827764,40.2821026309859
"6309",308.55,50,1,1,2250,-3.81748878709041,40.4022048286162
"6310",234.12,38,3,1,488,-3.60419410069007,40.6704828519607
"6311",336.97,60,6,0,874,-3.64687783513218,40.3897010629764
"6312",342.02,46,3,0,990,-3.59728298857808,40.4420742475661
"6313",256.15,64,5,1,852,-3.77254234298598,40.4268142898101
"6314",395.78,49,5,0,4366,-3.87727888182271,40.6367253262317
"6315",259.7,72,3,0,950,-3.78704815367237,40.3808043149067
"6316",302.59,55,6,1,2363,-3.62705605439842,40.608216358861
"6317",420.79,41,0,0,1865,-3.70529343744274,40.2364463806618
"6318",365.34,40,2,0,750,-3.44003972129431,40.3697789240861
"6319",425.76,64,2,0,1873,-3.56638941632118,40.324804577441
"6320",316.07,42,0,1,465,-3.41145308883861,40.605283495551
"6321",232.82,67,2,0,838,-3.45129423458129,40.5677900771145
"6322",301.38,56,5,1,1977,-3.85126039988827,40.4382375732996
"6323",396.48,59,3,0,1601,-3.67164326899219,40.4440398394829
"6324",354.94,34,2,1,595,-3.68302375460044,40.2875556005631
"6325",303.02,53,6,0,1670,-3.54033811038826,40.6466298103798
"6326",282.1,15,1,1,1464,-3.45683196627069,40.2128212600248
"6327",323.54,51,5,0,4741,-3.84927215727512,40.4004873602418
"6328",313.09,37,1,0,546,-3.69635610780679,40.3879221063573
"6329",364.86,46,3,1,2323,-3.43267696499825,40.320565400226
"6330",281.36,59,7,0,1611,-3.43223497874569,40.2285367955221
"6331",293.89,31,4,0,4819,-3.47707875734195,40.5728675873717
"6332",412.74,57,2,1,1550,-3.70518202402163,40.336249869829
"6333",347.41,40,2,0,1725,-3.70623229697812,40.6709518513409
"6334",270.48,32,5,0,1493,-3.68244397474919,40.4352094429079
"6335",349.72,31,3,0,2224,-3.76591691605281,40.6279472043272
"6336",328.48,31,1,0,2785,-3.59961304718163,40.5002046066104
"6337",250.18,39,5,1,753,-3.71919319962617,40.6942725558067
"6338",337.53,61,3,0,768,-3.84266937032808,40.6556453418918
"6339",306.63,65,2,0,2065,-3.78986121304333,40.3047172083054
"6340",295.58,31,3,0,455,-3.75709008143749,40.6210400602315
"6341",297.25,59,4,0,1727,-3.63077966226265,40.3577423786512
"6342",292.28,67,2,0,1699,-3.4066415918991,40.4969820543658
"6343",303.66,50,2,1,1928,-3.51582633212674,40.6379409651738
"6344",226.05,32,4,1,794,-3.61578217926435,40.5644302577013
"6345",354.45,62,6,0,1759,-3.57689732054714,40.5373224392999
"6346",416.16,31,0,0,6701,-3.69616318130866,40.3673250468448
"6347",191.83,7,3,1,1080,-3.51317852174398,40.4322277043713
"6348",238.16,17,2,0,491,-3.45061687214766,40.2909589035437
"6349",178.44,21,5,1,608,-3.87073168307543,40.6285557013936
"6350",340.23,61,4,0,764,-3.52999730778392,40.2197172577027
"6351",363.4,55,3,0,2688,-3.79073996641673,40.5280097836396
"6352",301.12,20,3,0,1126,-3.63059807159007,40.4626678427914
"6353",204.21,39,6,1,1071,-3.68976123675238,40.6066957699833
"6354",247.01,27,4,0,364,-3.77283311702777,40.313003895618
"6355",274.26,39,3,0,2190,-3.68673927707132,40.4705713130999
"6356",339.21,28,3,0,1473,-3.80483538329136,40.2228454978205
"6357",379.78,41,3,0,532,-3.72992242451292,40.5074076308403
"6358",205.42,18,5,0,705,-3.84440262427088,40.3252836382482
"6359",323.06,49,3,0,1038,-3.74391508297995,40.6850157261826
"6360",339.53,40,3,1,1419,-3.80522278251592,40.6497160279425
"6361",290.19,43,4,1,1165,-3.76463460652158,40.5478975886246
"6362",205.06,13,6,0,237,-3.61207933162805,40.459316488984
"6363",279.56,76,5,0,1090,-3.60161513180938,40.5816948184976
"6364",326.88,47,5,1,3977,-3.71605822080746,40.2702509897528
"6365",374.46,46,1,0,798,-3.48227425185032,40.4601480969461
"6366",423.54,48,4,1,3040,-3.74053990454413,40.2375185890589
"6367",293.06,47,2,1,1559,-3.72538592722267,40.2292246324243
"6368",363.81,61,5,0,855,-3.47849282352254,40.5644493026659
"6369",398.78,37,1,0,1017,-3.7938283136813,40.4349039989058
"6370",283.11,67,2,0,1483,-3.45387767089996,40.5434572608676
"6371",259.98,30,2,0,518,-3.46435482634697,40.4497641604859
"6372",373.75,52,4,0,1938,-3.40839324574918,40.3064492821461
"6373",301.39,55,4,0,2579,-3.42652660000604,40.3860936543671
"6374",290.78,32,5,0,4918,-3.72630320836324,40.3331761126639
"6375",291.43,25,0,0,867,-3.78128182012588,40.6384063160978
"6376",250.98,34,2,0,532,-3.44826647299342,40.6123764827382
"6377",308.27,46,1,0,748,-3.6684962063795,40.2063725728542
"6378",277.49,29,0,0,481,-3.74263495868072,40.5295994917862
"6379",165.91,20,3,1,2844,-3.68518778039142,40.6486146189738
"6380",373.9,48,4,0,1112,-3.78479279994499,40.4346595834242
"6381",357.99,36,1,1,4735,-3.77422567454632,40.2849939497421
"6382",368.01,61,1,0,3824,-3.87870516881812,40.2161908550654
"6383",302.73,36,2,1,862,-3.56928393940907,40.6797210587421
"6384",404.95,50,1,0,793,-3.42716012892779,40.5503314600093
"6385",358.96,43,3,0,910,-3.74760365297552,40.609806925687
"6386",408.08,61,2,0,1188,-3.70279610853177,40.283409009967
"6387",324.5,40,2,0,3499,-3.57443997773807,40.4826734085102
"6388",415.3,53,1,0,1544,-3.41795713743195,40.2890109363245
"6389",408.66,53,3,0,1991,-3.48359257923439,40.5161986373598
"6390",315.61,44,3,0,1442,-3.7663385217078,40.604850569088
"6391",283.99,41,6,0,861,-3.5762282170821,40.4213283205638
"6392",366.61,43,0,0,578,-3.5657059713034,40.4484182358021
"6393",290.12,47,3,0,1308,-3.86101474657189,40.5842639789218
"6394",358.14,63,3,0,1100,-3.4596697551664,40.3738577049691
"6395",396.11,61,4,0,1075,-3.70161304748617,40.2951491437154
"6396",304.33,44,3,1,1116,-3.84689859903883,40.4606775134336
"6397",350.53,64,5,0,1976,-3.88324981774203,40.3591635601362
"6398",360.63,55,1,1,1978,-3.47695026230067,40.6348170197336
"6399",286.31,40,2,0,1032,-3.79347167522646,40.4143166097812
"6400",420.9,62,1,0,1058,-3.78160694518592,40.5660457334481
"6401",283.02,23,3,0,514,-3.70842322087847,40.4198760453612
"6402",398.77,45,0,0,835,-3.78734101271257,40.6497373073828
"6403",360.71,33,2,0,527,-3.77917911517434,40.2135843531461
"6404",327.33,45,4,0,1395,-3.56209339350462,40.3861395930173
"6405",291.02,70,2,0,942,-3.65454835966229,40.3840691994876
"6406",395.83,51,1,0,4823,-3.60550670707598,40.5750184397213
"6407",256.41,49,1,0,1763,-3.44459233500529,40.6721574424766
"6408",347.88,31,0,1,2204,-3.62968657594174,40.6376365159405
"6409",368.19,48,3,1,1284,-3.59520126713905,40.2691094477661
"6410",308.54,49,3,1,730,-3.67720490202773,40.6682416021824
"6411",304.58,39,2,0,960,-3.67650402544532,40.5972595634405
"6412",349.26,59,2,0,1227,-3.58964279897045,40.6893461971078
"6413",222.85,24,4,0,1600,-3.51066309874877,40.6602363781305
"6414",445.45,58,1,0,1887,-3.87173842589837,40.440157785709
"6415",333.39,63,3,0,970,-3.78133240002207,40.6246613938594
"6416",251.54,42,5,0,1336,-3.48048564929049,40.4234731115168
"6417",343.11,24,0,0,500,-3.48923751756083,40.3544878155692
"6418",201.33,42,3,1,1278,-3.43161958651617,40.5866818193346
"6419",326.36,53,7,0,1028,-3.81298110678326,40.5642928305781
"6420",313.33,33,5,0,1510,-3.74129202435724,40.6845938337967
"6421",323.63,49,6,0,929,-3.42200639992952,40.2638331373921
"6422",360.38,38,3,0,537,-3.56543796041515,40.4823978507658
"6423",155.93,18,7,0,907,-3.55970115398522,40.470962926792
"6424",270.57,71,3,0,1389,-3.86524918684736,40.4734214795055
"6425",329.34,60,3,0,1363,-3.61543118997943,40.6871464585885
"6426",393.06,47,3,0,1020,-3.7014560311567,40.3624412167585
"6427",380.7,49,2,0,560,-3.7019240135327,40.3612381830346
"6428",336.36,43,3,0,1499,-3.50511762800161,40.4965112446109
"6429",425.55,49,1,0,750,-3.566438593762,40.6807207884733
"6430",408.28,48,0,0,7515,-3.66475345122162,40.256811239454
"6431",376.39,32,1,0,966,-3.89459628772456,40.6876115598017
"6432",279.26,30,4,1,3821,-3.84865090900566,40.3050026711309
"6433",401.75,54,3,1,15238,-3.79809788239654,40.5328314612154
"6434",387.74,52,2,0,1304,-3.641283392068,40.3926001062384
"6435",317.14,50,1,0,1005,-3.45463551532011,40.642440528539
"6436",329.22,33,3,0,2337,-3.72716451096348,40.3945678037591
"6437",333.94,46,5,0,1872,-3.74820632822812,40.3702020623488
"6438",409.28,50,2,1,4091,-3.7800197126111,40.5587255022721
"6439",218.27,23,3,1,1449,-3.43262646391522,40.6204589087749
"6440",373.28,46,3,0,1296,-3.76330217984505,40.4390464032069
"6441",227.65,17,5,1,284,-3.85125683606602,40.4026551332092
"6442",300.93,54,1,0,854,-3.41458796765655,40.6590205588611
"6443",320.06,40,3,0,1483,-3.86796104940586,40.4813483630307
"6444",428.95,56,2,0,829,-3.678734566411,40.5280505134026
"6445",336.52,47,3,0,3056,-3.4326752346009,40.2664191163378
"6446",343.3,51,2,0,1862,-3.53792618655134,40.6870086760493
"6447",346.39,28,0,0,2012,-3.4393181637628,40.3835008992348
"6448",267.23,49,5,0,1411,-3.61726538974326,40.5428933739197
"6449",293.18,38,4,0,691,-3.86697059820872,40.3471220419044
"6450",251.72,41,4,0,1053,-3.45520145932678,40.6347758396762
"6451",401.18,55,3,0,669,-3.82503825377207,40.6656259656185
"6452",379.07,37,1,0,1902,-3.4689309212612,40.2498327356763
"6453",371.42,42,2,1,3468,-3.57145056312438,40.3125273555517
"6454",310.34,60,6,0,684,-3.48370573236607,40.5760545692639
"6455",442.01,54,4,0,603,-3.74829040942714,40.4490257249447
"6456",380.69,43,2,0,1095,-3.46113351904787,40.3046992928023
"6457",362.29,43,0,1,859,-3.44877338488586,40.4224098034203
"6458",334.57,47,6,1,593,-3.64674100044649,40.2362250123872
"6459",335.19,29,3,0,1699,-3.7984624100849,40.3204820109997
"6460",223.18,33,6,1,604,-3.89550521455239,40.6824053337798
"6461",342.18,45,5,0,2601,-3.79644783211406,40.276091669267
"6462",404.3,56,0,0,1884,-3.8376263160957,40.5484541493235
"6463",334.48,40,3,1,991,-3.56798631241545,40.2776324925246
"6464",423.83,40,0,1,1825,-3.46223481334746,40.2362289773766
"6465",343.14,35,3,0,849,-3.67652905427385,40.5463390418328
"6466",291.77,10,4,0,924,-3.71420119595714,40.5480951046804
"6467",402.1,41,1,0,1707,-3.64182036647107,40.5965036547743
"6468",194.61,65,7,1,1157,-3.71195414497051,40.6422400358599
"6469",320.77,40,2,0,1092,-3.48127709117252,40.274165801052
"6470",363.6,35,3,0,422,-3.50861785907764,40.3003890372813
"6471",280.89,41,4,0,615,-3.44595400753897,40.6830366740935
"6472",401.39,58,0,0,9153,-3.82182313022204,40.5408685841132
"6473",419.29,56,1,0,799,-3.84662285596132,40.6202757105231
"6474",272.88,30,4,1,1158,-3.48778655063361,40.3026940841693
"6475",270.87,44,4,1,694,-3.55547538606916,40.6089606669731
"6476",292.24,64,4,0,924,-3.72198333961423,40.3264673552942
"6477",333.07,43,3,0,1259,-3.61325026068371,40.3129805211676
"6478",386.22,57,3,1,1276,-3.74429754782468,40.5444518625038
"6479",334.72,55,2,0,2159,-3.4640429854393,40.6788059234852
"6480",387.39,34,1,0,587,-3.85870980934706,40.4644513041014
"6481",312.91,39,3,1,1392,-3.66473138201982,40.5987022795482
"6482",324.24,41,2,0,1269,-3.41639279304072,40.3809935334604
"6483",332.62,62,3,0,4547,-3.67825979678892,40.4207802789053
"6484",315.12,23,2,0,5684,-3.79285751932766,40.4788963899948
"6485",319.54,21,2,1,2281,-3.78170906167943,40.2223956969567
"6486",394.87,45,2,1,815,-3.45839285685215,40.3101985821733
"6487",184.57,19,6,0,969,-3.4401670349529,40.3288236897672
"6488",439.52,39,0,0,1378,-3.47386187592056,40.5814563356573
"6489",374.51,52,4,0,1437,-3.54354902657215,40.5367130469997
"6490",295.42,51,3,1,1210,-3.43406521177385,40.6990927641047
"6491",276.24,85,1,0,3769,-3.71758345360868,40.417815414886
"6492",400.8,56,2,1,675,-3.54585982856806,40.3476544240722
"6493",312.98,22,2,0,1650,-3.50817900614347,40.2114502090728
"6494",442.57,51,1,0,5423,-3.4434999546269,40.5897172587458
"6495",319.37,34,2,0,675,-3.58002261745278,40.4801798356231
"6496",349.54,56,2,1,1043,-3.81718596837018,40.3728307795711
"6497",366.15,58,4,0,1854,-3.79353788271546,40.6881679300452
"6498",496.67,55,4,0,2146,-3.70314275017008,40.3346001668135
"6499",314.69,43,2,0,520,-3.46520982575603,40.4934591294033
"6500",309.27,69,2,1,2453,-3.82128643975593,40.5271860571113
"6501",344.86,37,3,0,694,-3.64022046173923,40.2679368539713
"6502",447.28,60,1,0,1504,-3.48118404308334,40.3690430404851
"6503",399.15,60,3,0,1588,-3.78973092124797,40.6471556553617
"6504",190.8,25,5,1,1858,-3.70745004955679,40.3353942209389
"6505",367.19,47,2,0,1721,-3.601600224711,40.469971728907
"6506",368.44,36,3,0,958,-3.88754449433181,40.6390861534048
"6507",329.39,69,5,0,2578,-3.83644000566564,40.4299196542008
"6508",365.57,41,1,1,2197,-3.75910107556265,40.2830532135442
"6509",389.05,37,0,1,1332,-3.77129370123148,40.219873177167
"6510",397.06,67,1,1,2009,-3.8564586650813,40.6513696493814
"6511",218.81,24,2,1,341,-3.89651303701103,40.3701429141685
"6512",364.15,32,2,0,652,-3.76879141244572,40.4820208340418
"6513",285.19,47,4,1,1186,-3.72537246972788,40.5822629125789
"6514",253.35,52,6,1,2255,-3.86381775895134,40.3300378841115
"6515",348.93,45,2,0,871,-3.53392801780719,40.6234259008663
"6516",382.79,42,2,0,826,-3.76174104269594,40.5902115593664
"6517",394,35,1,1,1463,-3.71135269708466,40.3602188758552
"6518",277.43,76,0,1,830,-3.62423493838869,40.570794025599
"6519",345.58,40,5,0,1789,-3.81424140322488,40.290305738966
"6520",230.26,21,2,0,1020,-3.69164346575271,40.680326790479
"6521",270.55,33,3,0,856,-3.62873276728205,40.3218268772354
"6522",370.53,44,5,0,13622,-3.53321156136226,40.6058356052265
"6523",334.07,44,4,0,726,-3.77693558342289,40.3142767607234
"6524",413.5,54,2,0,1396,-3.47644385006279,40.2044924650574
"6525",286.75,69,6,1,1616,-3.80350168442819,40.4462772899307
"6526",363.65,51,1,1,21763,-3.64372669542208,40.339559279196
"6527",292.69,46,2,0,702,-3.47335763704032,40.2411101293284
"6528",409.2,55,5,1,1627,-3.48341612841468,40.2906497407705
"6529",218.86,25,5,0,1569,-3.812231438444,40.3929737122264
"6530",367.86,55,0,0,1259,-3.61676142024808,40.6748882140266
"6531",329.45,70,4,0,1620,-3.57774175456725,40.4223423952237
"6532",293.93,29,3,0,800,-3.55702061436605,40.6975282329833
"6533",433.43,49,3,0,2038,-3.52737924035173,40.2960636406671
"6534",251.77,8,3,0,2138,-3.75327714961022,40.5241258960916
"6535",394.73,55,1,0,1581,-3.56830235091038,40.4524840006372
"6536",325.35,47,1,1,1915,-3.45624821607489,40.4569665845949
"6537",297.16,33,3,0,606,-3.48233500737697,40.2305313223507
"6538",300.74,51,7,0,1260,-3.56794195887633,40.5933259870391
"6539",283.11,60,4,1,629,-3.58974937824532,40.3001992989332
"6540",380.72,43,2,0,1375,-3.49147453261539,40.2901212269673
"6541",401.24,51,1,1,2041,-3.47327424082905,40.4195438744966
"6542",322.63,48,7,0,766,-3.80352376142982,40.5291880124016
"6543",249.67,60,6,0,1664,-3.44124617087655,40.2848015162628
"6544",285.84,59,5,0,884,-3.77867300084326,40.4065832600929
"6545",256.79,32,3,0,1259,-3.8124725132715,40.458056123741
"6546",409.03,44,1,0,1535,-3.88980723135173,40.2670800472144
"6547",338.59,47,2,0,2501,-3.77356613052543,40.6952811348485
"6548",328.52,39,4,0,2077,-3.64354214954656,40.6717456797371
"6549",289.53,27,4,1,946,-3.63800914478488,40.6052367481636
"6550",362.21,57,3,0,5509,-3.40290196051355,40.4514481345424
"6551",310.86,38,1,1,875,-3.81472947993316,40.495968384482
"6552",330.58,48,4,0,910,-3.79350614207797,40.4566444686381
"6553",336.29,69,3,0,4142,-3.69366743180435,40.2621813631151
"6554",186.47,79,5,1,3846,-3.85652373158373,40.6678612515563
"6555",298.62,73,3,0,1296,-3.87253168700263,40.3903882221086
"6556",275.56,30,4,0,2485,-3.49377855807543,40.4930570880417
"6557",271.19,35,7,0,1913,-3.70115103977732,40.3970541686751
"6558",333.15,33,5,0,2021,-3.44373387212399,40.3715401144465
"6559",326.69,47,3,1,1011,-3.71913757906295,40.4952147963224
"6560",271.29,32,3,0,2529,-3.70527109978721,40.2831017323071
"6561",323.33,70,4,0,2058,-3.61387407789007,40.6868797491072
"6562",382.37,46,4,0,1445,-3.79173704606947,40.47725318179
"6563",321.64,26,2,0,2070,-3.56596820380073,40.3336771378992
"6564",314.35,27,3,0,3579,-3.61952079457697,40.3108073953074
"6565",293.81,51,1,0,3408,-3.87790052369237,40.369313030201
"6566",283.02,48,4,0,1630,-3.56130401345436,40.4462181969313
"6567",296.43,25,1,0,617,-3.65394024606794,40.2672629915644
"6568",361.13,42,1,0,2242,-3.86097234101035,40.229985076515
"6569",426.88,54,1,0,700,-3.84226866227109,40.5904933958547
"6570",388.44,48,2,0,896,-3.45931622337084,40.353789118398
"6571",104.59,89,3,0,964,-3.47731170312036,40.5434862310533
"6572",253.23,70,5,0,1508,-3.62987301310059,40.2167456837371
"6573",169.45,76,4,0,2381,-3.57309925134759,40.6563388762763
"6574",263.93,44,5,1,709,-3.82336288432125,40.4815393169876
"6575",238.65,21,4,1,2898,-3.61204050257802,40.6788879370317
"6576",288.34,60,5,1,2405,-3.60834516722243,40.6156704427442
"6577",373.69,54,6,0,1917,-3.64129835574422,40.2672307627974
"6578",257.55,28,3,0,1089,-3.83033542658668,40.5657157337293
"6579",267.03,23,2,0,782,-3.5776460588444,40.4462697979063
"6580",316.14,38,1,0,1150,-3.44511987336446,40.5971997024491
"6581",364.97,44,2,0,1616,-3.76984995973762,40.6711507085012
"6582",250.8,32,1,0,532,-3.87405844274908,40.6715951611288
"6583",344.09,54,5,1,1439,-3.59763745460659,40.3350281953346
"6584",361.27,66,4,0,1371,-3.71168351334054,40.4467195142526
"6585",273.93,35,2,0,535,-3.68573088266421,40.6942591758445
"6586",333.56,52,4,0,2678,-3.49066761832219,40.427861253079
"6587",221.4,18,0,1,1305,-3.89901601288002,40.4378913797438
"6588",323.76,48,4,1,3868,-3.62424632217735,40.6795558878686
"6589",315.26,49,2,1,1216,-3.65071759580169,40.4399449874647
"6590",326.84,40,4,0,667,-3.64577477609273,40.209089700412
"6591",300.88,33,3,0,1015,-3.81587902628817,40.4924244327005
"6592",278.98,63,5,0,2579,-3.64493973318022,40.4864499753341
"6593",148.97,22,5,1,1666,-3.83211822793819,40.3967084076023
"6594",390.99,52,1,0,3083,-3.56637529525906,40.6401976265945
"6595",406.28,60,0,0,1536,-3.51900929512922,40.3032006382011
"6596",243.1,77,1,0,814,-3.58285531795118,40.3118300633971
"6597",181.03,29,6,0,4337,-3.75365335922688,40.4717553280527
"6598",296.86,24,3,0,481,-3.71516967259813,40.4257640564349
"6599",309.98,37,5,0,1430,-3.47406198803801,40.3162794067059
"6600",266.46,54,1,1,1195,-3.50407839121763,40.6607764544198
"6601",328.45,32,2,0,2645,-3.75146372579038,40.4696609623963
"6602",242.43,50,5,1,907,-3.50256942478009,40.5627690139692
"6603",349.63,32,1,0,577,-3.78617774506565,40.6648061123444
"6604",275.97,37,3,1,912,-3.46883792288136,40.579429725348
"6605",250.72,32,4,0,1184,-3.66034854864702,40.6829888797831
"6606",364.77,27,3,0,1858,-3.41630286336876,40.3698886918603
"6607",412.1,26,4,0,1172,-3.63787968256511,40.2270279486431
"6608",376.34,30,3,0,619,-3.51027068051044,40.2549140610965
"6609",351.99,39,1,0,755,-3.87602071263827,40.6857597341761
"6610",260.18,71,4,1,1922,-3.60300819061231,40.4228914051084
"6611",230.85,41,5,1,1757,-3.7836461645551,40.4342544203857
"6612",357.1,51,3,0,859,-3.43837152640335,40.5610497082118
"6613",379.84,43,2,0,4038,-3.83161215784494,40.6516755914083
"6614",265.19,33,2,0,980,-3.4739361520391,40.646799999103
"6615",347.14,49,2,1,1207,-3.74356215037405,40.3340153024066
"6616",382.19,48,2,0,849,-3.45074890283868,40.5882595960749
"6617",388.56,50,1,0,5829,-3.52967893853784,40.6703046061331
"6618",370.63,48,3,0,2030,-3.67736094139982,40.5316702767042
"6619",304.17,63,5,1,1978,-3.51555868177675,40.586951446184
"6620",380.25,56,4,0,1622,-3.81607841942459,40.5880168291507
"6621",326.22,30,0,0,915,-3.59899288599845,40.5439132657368
"6622",288.21,31,1,0,988,-3.42648723160382,40.3462455441942
"6623",354.75,69,2,0,1064,-3.79288856368512,40.4001367112389
"6624",402.06,55,2,0,960,-3.71663920171559,40.5453468160005
"6625",344.4,55,2,1,1464,-3.86799925656524,40.4888437197544
"6626",377.01,46,3,1,653,-3.79723470795434,40.6740486638621
"6627",385.68,47,3,0,1683,-3.6512517569121,40.4630488459254
"6628",281.1,35,2,1,774,-3.65949339568615,40.427701919619
"6629",407.85,43,3,0,4453,-3.89212238111068,40.3407703384757
"6630",357.41,41,4,0,1846,-3.81602414345834,40.504788437672
"6631",385.97,51,2,1,974,-3.86184800728224,40.5590709631098
"6632",427.38,47,2,0,1281,-3.57483710148372,40.321031801682
"6633",481.02,52,1,0,2096,-3.67586255827919,40.2460990788415
"6634",369.04,39,3,0,3167,-3.62029692004435,40.4538019849453
"6635",371.01,36,4,1,6218,-3.67495566674042,40.3152331200428
"6636",364.36,64,1,0,1469,-3.57157283914275,40.6456950234016
"6637",326.89,31,1,1,1040,-3.7273219744442,40.476361014694
"6638",295.34,53,3,0,905,-3.81811544005759,40.4027200208977
"6639",318.66,47,1,1,617,-3.4159648618428,40.2155233609257
"6640",266.43,18,4,0,663,-3.83389476591256,40.3838488208596
"6641",360.19,62,4,1,6204,-3.46340032175649,40.3792915470433
"6642",306.8,49,4,0,2488,-3.60849518920295,40.2867368237814
"6643",236.84,50,9,0,1369,-3.80877980925143,40.5804394707549
"6644",263.72,13,3,0,183,-3.60559914771002,40.555250951834
"6645",298.42,78,0,0,1239,-3.4636416740017,40.2841431656154
"6646",245.86,35,3,0,917,-3.8150480942335,40.6534557188163
"6647",310.66,28,3,1,2311,-3.46148086290341,40.218135825987
"6648",329.34,18,1,0,932,-3.83669263203628,40.3077364787925
"6649",267.38,8,2,0,1128,-3.62025949682575,40.3344994001556
"6650",312.88,52,7,1,6016,-3.74089044993743,40.375003907294
"6651",388.19,35,2,0,5096,-3.75593136632815,40.4337870468618
"6652",273.43,36,4,1,1715,-3.6089104722254,40.6748827955918
"6653",431.81,46,6,0,1822,-3.77154367205221,40.2846841919702
"6654",252.53,33,2,1,442,-3.43385578817688,40.234697511117
"6655",295.51,44,2,1,508,-3.44783039574977,40.5354903431609
